severity,ppt,tmax,vpdmax,fuel_model,vegetation_type,canopy_cover,slope_deg,aspect_deg,elevation_m,treated,fire,x,y,fuel_model_group,vegetation_type_group
512,4.897,30.242,36.643,98,7292,0,0,-1,1558,0,Dixie_2021,-120.78236605924995,40.56901073670387,Non-Burnable,Water
-165,4.897,30.242,36.643,122,7157,0,1,-1,1559,0,Dixie_2021,-120.79158291242233,40.59488845124738,Grass-Shrub,Shrub
-536,4.866,30.021,36.101,122,7126,0,1,-1,1590,0,Dixie_2021,-120.8008064674544,40.620765951372775,Grass-Shrub,Shrub
-1834,4.825,30.139,36.464,189,7031,35,1,-1,1602,0,Dixie_2021,-120.81003673148449,40.64664324221337,Timber Litter,Tree
49,5.096,29.753,35.692,165,7031,45,5,103,1628,0,Dixie_2021,-120.81927371166093,40.67252032890844,Timber-Understory,Tree
-14,4.635,29.591,35.46,189,7031,35,5,52,1706,1,Dixie_2021,-120.8285174151419,40.69839721660281,Timber Litter,Tree
95,4.635,29.591,35.46,188,7031,35,3,173,1704,1,Dixie_2021,-120.83776784909547,40.724273910447515,Timber Litter,Tree
-3,4.604,28.606,33.247,188,7031,35,3,271,1910,0,Dixie_2021,-120.84702502069965,40.75015041559901,Timber Litter,Tree
5,6.273,28.673,33.265,122,7126,0,2,-1,1850,0,Dixie_2021,-120.85628893714244,40.776026737219944,Grass-Shrub,Shrub
119,6.273,28.673,33.265,165,7031,45,7,99,1881,0,Dixie_2021,-120.86555960562177,40.80190288047854,Timber-Understory,Tree
-85,6.791,27.844,31.234,122,7126,0,2,-1,1911,0,Dixie_2021,-120.87483703334553,40.82777885054931,Grass-Shrub,Shrub
-410,6.791,27.844,31.234,185,7192,25,6,115,1864,0,Dixie_2021,-120.88412122753166,40.85365465261241,Timber Litter,Shrub
-647,6.904,28.841,33.766,122,9272,0,1,-1,1694,0,Dixie_2021,-120.89341219540813,40.8795302918539,Grass-Shrub,Herb
-32768,7.404,29.005,33.87,122,7124,0,2,-1,1698,0,Dixie_2021,-120.9027099442128,40.90540577346606,Grass-Shrub,Shrub
134,3.44,28.524,33.054,165,7027,45,4,10,1780,0,Dixie_2021,-120.50180065011162,39.87704394858453,Timber-Understory,Tree
-331,4.279,28.314,32.604,98,7292,0,0,-1,1760,0,Dixie_2021,-120.5108277496049,39.902931911351295,Non-Burnable,Water
-289,4.279,28.314,32.604,98,7292,0,0,-1,1760,0,Dixie_2021,-120.51986135487232,39.928819526483075,Non-Burnable,Water
962,4.299,27.907,31.596,186,7028,45,15,18,1755,0,Dixie_2021,-120.52890147278593,39.95470679896999,Timber Litter,Tree
542,4.816,27.717,31.012,99,9213,0,18,202,1793,0,Dixie_2021,-120.53794811022735,39.9805937338074,Non-Burnable,Sparse
25,4.816,27.717,31.012,122,7126,0,9,252,1827,0,Dixie_2021,-120.54700127408753,40.00648033599584,Grass-Shrub,Shrub
-111,5.86,28.452,32.702,186,7027,45,8,83,1746,0,Dixie_2021,-120.55606097126703,40.032366610541146,Timber Litter,Tree
46,5.239,28.094,31.378,122,7027,35,14,171,1660,0,Dixie_2021,-120.56512720867573,40.058252562454584,Grass-Shrub,Tree
-1070,5.706,27.6,30.099,122,7098,0,17,38,1761,0,Dixie_2021,-120.57419999323318,40.08413819675283,Grass-Shrub,Shrub
-1584,7.413,27.975,30.95,186,7197,35,23,34,1860,0,Dixie_2021,-120.58327933186833,40.11002351845762,Timber Litter,Tree
-1541,7.413,27.975,30.95,122,7197,35,19,309,1811,0,Dixie_2021,-120.5923652315197,40.1359085325962,Grass-Shrub,Tree
-1136,9.241,29.311,34.658,142,7027,15,12,274,1681,0,Dixie_2021,-120.6014576991354,40.161793244201355,Shrub,Tree
638,7.324,28.721,32.962,98,7292,0,0,-1,1526,0,Dixie_2021,-120.61055674167308,40.187677658311166,Non-Burnable,Water
-145,7.324,28.721,32.962,122,7031,25,20,228,1803,0,Dixie_2021,-120.61966236609993,40.21356177996917,Grass-Shrub,Tree
-274,7.22,26.697,28.018,101,7195,0,20,219,1921,0,Dixie_2021,-120.62877457939283,40.239445614224344,Grass,Herb
-126,7.22,26.697,28.018,122,7027,35,9,272,1980,0,Dixie_2021,-120.6378933885382,40.26532916613108,Grass-Shrub,Tree
26,6.974,25.955,26.531,161,7044,45,9,186,2123,1,Dixie_2021,-120.64701880053214,40.291212440749476,Timber-Understory,Tree
954,6.389,29.487,34.876,186,7027,45,29,355,2007,1,Dixie_2021,-120.65615082238037,40.31709544314482,Timber Litter,Tree
397,6.389,29.487,34.876,186,7028,35,11,294,1531,1,Dixie_2021,-120.6652894610983,40.34297817838832,Timber Litter,Tree
-167,5.349,31.874,41.525,122,7080,0,7,180,1335,1,Dixie_2021,-120.67443472371095,40.3688606515563,Grass-Shrub,Shrub
49,5.349,31.874,41.525,122,7098,0,7,18,1390,0,Dixie_2021,-120.68358661725313,40.39474286773103,Grass-Shrub,Shrub
6,4.85,31.046,39.209,122,7080,0,31,159,1396,1,Dixie_2021,-120.69274514876933,40.42062483200015,Grass-Shrub,Shrub
13,5.24,29.72,35.857,181,7031,35,4,236,1513,1,Dixie_2021,-120.70191032531376,40.446506549457084,Timber Litter,Tree
46,5.24,29.72,35.857,165,7031,45,10,119,1677,1,Dixie_2021,-120.71108215395037,40.472388025200665,Timber-Understory,Tree
-31,5.121,27.909,30.979,122,7031,25,13,226,1797,1,Dixie_2021,-120.72026064175287,40.498269264335654,Grass-Shrub,Tree
65,5.169,28.457,32.32,161,7191,15,3,151,2048,0,Dixie_2021,-120.72944579580476,40.5241502719722,Timber-Understory,Herb
-34,5.169,28.457,32.32,165,7032,45,8,314,2053,1,Dixie_2021,-120.73863762319941,40.55003105322641,Timber-Understory,Tree
68,4.739,29.608,35.193,165,7172,35,5,309,1696,0,Dixie_2021,-120.7478361310398,40.57591161321982,Timber-Understory,Tree
23264,4.739,29.608,35.193,98,7292,0,0,-1,1558,0,Dixie_2021,-120.75704132643892,40.60179195707998,Non-Burnable,Water
-384,4.36,29.977,36.021,122,7157,0,1,-1,1563,0,Dixie_2021,-120.76625321651959,40.62767208994,Grass-Shrub,Shrub
8,4.825,30.139,36.464,91,7299,35,0,-1,1568,1,Dixie_2021,-120.77547180841441,40.653552016938875,Non-Burnable,Developed
-236,4.825,30.139,36.464,122,9011,0,1,-1,1558,1,Dixie_2021,-120.78469710926589,40.67943174322125,Grass-Shrub,Herb
86,4.297,29.767,35.824,122,7031,25,3,135,1606,0,Dixie_2021,-120.7939291262264,40.705311273937774,Grass-Shrub,Tree
101,3.75,28.909,33.862,189,7031,35,19,264,1719,0,Dixie_2021,-120.80316786645835,40.73119061424483,Timber Litter,Tree
-1,3.75,28.909,33.862,122,7058,35,4,65,1978,0,Dixie_2021,-120.81241333713395,40.75706976930468,Grass-Shrub,Tree
82,4.308,28.865,34.088,165,7172,45,7,310,1846,0,Dixie_2021,-120.82166554543537,40.78294874428529,Timber-Understory,Tree
67,4.308,28.865,34.088,189,7031,35,2,-1,1825,0,Dixie_2021,-120.83092449855481,40.80882754436091,Timber Litter,Tree
51,5.152,28.592,33.427,122,7017,25,10,51,1873,0,Dixie_2021,-120.84019020369438,40.834706174711336,Grass-Shrub,Tree
-194,5.377,28.755,33.79,122,7197,25,10,60,1825,0,Dixie_2021,-120.8494626680662,40.86058464052246,Grass-Shrub,Tree
-263,6.904,28.841,33.766,145,7196,0,7,18,1761,0,Dixie_2021,-120.85874189889236,40.88646294698618,Shrub,Shrub
-32768,6.978,28.649,33.157,122,7031,25,7,280,1790,0,Dixie_2021,-120.8680279034051,40.912341099300185,Grass-Shrub,Tree
86,3.425,28.586,33.26,186,7027,45,10,155,1786,1,Dixie_2021,-120.46757629043148,39.88386580405258,Timber Litter,Tree
32,4.427,26.837,28.842,99,9213,0,5,201,1845,0,Dixie_2021,-120.47659191694014,39.909756303304874,Non-Burnable,Sparse
17,4.279,28.314,32.604,122,7098,35,9,232,1879,0,Dixie_2021,-120.48561404218901,39.93564645819339,Grass-Shrub,Shrub
1076,5.574,28.855,33.982,122,7027,35,11,119,1666,0,Dixie_2021,-120.49464267304458,39.96153627371333,Grass-Shrub,Tree
955,5.956,27.725,31.082,186,7027,45,11,309,1763,0,Dixie_2021,-120.50367781638269,39.98742575486528,Timber Litter,Tree
1068,5.956,27.725,31.082,122,7027,35,7,341,1747,0,Dixie_2021,-120.51271947908879,40.013314906654976,Grass-Shrub,Tree
205,5.86,28.452,32.702,122,7031,25,5,355,1694,0,Dixie_2021,-120.52176766805758,40.03920373409358,Grass-Shrub,Tree
-234,6.388,28.521,32.76,186,7028,35,14,2,1842,0,Dixie_2021,-120.53082239019342,40.0650922421974,Timber Litter,Tree
66,6.388,28.521,32.76,189,7031,35,5,278,1669,0,Dixie_2021,-120.53988365241014,40.090980435988335,Timber Litter,Tree
185,7.48,28.739,33.211,122,7027,35,2,-1,1673,0,Dixie_2021,-120.54895146163103,40.116868320493445,Grass-Shrub,Tree
54,7.48,28.739,33.211,122,7027,35,11,258,1716,0,Dixie_2021,-120.55802582478893,40.142755900745364,Grass-Shrub,Tree
-6,9.241,29.311,34.658,186,7028,45,3,89,1570,0,Dixie_2021,-120.56710674882622,40.168643181782016,Timber Litter,Tree
90,7.695,28.237,31.624,122,7027,35,26,86,1641,0,Dixie_2021,-120.5761942406949,40.19453016864673,Grass-Shrub,Tree
49,7.695,28.237,31.624,165,7027,65,13,300,1735,0,Dixie_2021,-120.58528830735652,40.220416866388426,Timber-Understory,Tree
-1,6.721,27.406,29.791,186,7028,35,5,245,1844,0,Dixie_2021,-120.59438895578215,40.24630328006139,Timber Litter,Tree
52,6.051,28.922,33.755,186,7027,45,11,156,1913,0,Dixie_2021,-120.60349619295256,40.27218941472533,Timber Litter,Tree
595,6.26,25.987,26.592,186,7028,45,1,-1,2019,1,Dixie_2021,-120.61261002585816,40.298075275445626,Timber Litter,Tree
220,5.523,30.696,38.286,186,7027,35,5,98,1583,1,Dixie_2021,-120.62173046149891,40.32396086729308,Timber Litter,Tree
12,5.523,30.696,38.286,101,7903,0,6,39,1323,0,Dixie_2021,-120.63085750688452,40.34984619534408,Grass,Herb
-145,4.962,32.448,43.372,102,7967,0,2,-1,1280,0,Dixie_2021,-120.63999116903433,40.3757312646805,Grass,Herb
-132,4.377,32.027,42.053,91,7299,0,0,-1,1274,1,Dixie_2021,-120.64913145497744,40.40161608038996,Non-Burnable,Developed
-3,4.377,32.027,42.053,91,7297,0,4,119,1309,1,Dixie_2021,-120.65827837175247,40.42750064756545,Non-Burnable,Developed
63,4.728,29.765,35.836,122,7027,35,17,223,1515,1,Dixie_2021,-120.66743192640804,40.45338497130589,Grass-Shrub,Tree
78,4.591,28.935,33.677,189,7031,25,5,191,2001,0,Dixie_2021,-120.67659212600232,40.479269056715545,Timber Litter,Tree
-82,4.591,28.935,33.677,122,7031,35,13,60,1718,0,Dixie_2021,-120.68575897760324,40.5051529089045,Grass-Shrub,Tree
-246,4.996,28.054,31.207,122,7126,0,22,151,1786,0,Dixie_2021,-120.69493248828859,40.531036532988544,Grass-Shrub,Shrub
44,4.996,28.054,31.207,189,7031,45,20,6,1843,0,Dixie_2021,-120.70411266514591,40.55691993408919,Timber Litter,Tree
94,4.286,29.735,35.665,122,7027,45,8,86,1588,0,Dixie_2021,-120.71329951527254,40.582803117333455,Grass-Shrub,Tree
90,4.208,29.867,36.002,189,7031,35,3,85,1632,0,Dixie_2021,-120.72249304577569,40.608686087854416,Timber Litter,Tree
-25,4.36,29.977,36.021,99,7733,25,3,12,1560,1,Dixie_2021,-120.7316932637723,40.63456885079067,Non-Burnable,Sparse
18,4.603,30.114,36.361,98,7292,0,0,-1,1558,0,Dixie_2021,-120.74090017638927,40.66045141128682,Non-Burnable,Water
-160,4.603,30.114,36.361,122,7017,25,11,77,1586,0,Dixie_2021,-120.75011379076335,40.686333774493036,Grass-Shrub,Tree
86,3.906,29.829,35.951,122,7126,0,6,38,1698,0,Dixie_2021,-120.75933411404118,40.712215945565475,Grass-Shrub,Shrub
-108,3.588,29.661,35.74,122,7017,25,3,59,1841,1,Dixie_2021,-120.76856115337928,40.738097929666196,Grass-Shrub,Tree
120,3.75,28.909,33.862,162,7158,45,2,-1,1811,1,Dixie_2021,-120.77779491594404,40.76397973196291,Timber-Understory,Tree
141,3.2,29.0,34.421,186,7027,45,3,234,1863,0,Dixie_2021,-120.78703540891198,40.78986135762939,Timber Litter,Tree
61,3.787,29.567,35.703,122,7017,25,6,39,1774,0,Dixie_2021,-120.7962826394694,40.815742811845276,Grass-Shrub,Tree
69,3.787,29.567,35.703,122,7017,25,4,250,1726,0,Dixie_2021,-120.80553661481262,40.84162409979619,Grass-Shrub,Tree
-980,5.377,28.755,33.79,101,9011,0,0,-1,1734,0,Dixie_2021,-120.81479734214797,40.8675052266736,Grass,Herb
-200,5.377,28.755,33.79,121,9328,0,1,-1,1825,0,Dixie_2021,-120.82406482869175,40.89338619767506,Grass-Shrub,Shrub
-32768,6.09,28.366,32.599,122,7031,25,6,244,1793,0,Dixie_2021,-120.83333908167029,40.919267018003964,Grass-Shrub,Tree
54,4.97,28.557,33.198,186,7028,35,23,160,1930,0,Dixie_2021,-120.43334543886971,39.89067835521514,Timber Litter,Tree
37,4.427,26.837,28.842,122,7027,35,10,297,2034,0,Dixie_2021,-120.44234958553672,39.91657138836237,Grass-Shrub,Tree
-139,5.641,29.664,36.006,122,7098,0,3,8,1694,0,Dixie_2021,-120.45136022390064,39.94246408041448,Grass-Shrub,Shrub
-982,5.641,29.664,36.006,145,7098,0,0,-1,1670,0,Dixie_2021,-120.4603773608222,39.96835643637187,Shrub,Shrub
73,6.33,28.613,33.353,122,9629,0,1,-1,1688,0,Dixie_2021,-120.46940100317171,39.99424846124019,Grass-Shrub,Shrub
359,6.33,28.613,33.353,189,7031,35,8,272,1714,0,Dixie_2021,-120.47843115782884,40.020140160030394,Timber Litter,Tree
86,6.468,28.437,32.93,122,7031,25,10,137,1707,0,Dixie_2021,-120.48746783168265,40.04603153775881,Grass-Shrub,Tree
-231,6.279,27.676,30.843,189,7031,0,14,173,1957,0,Dixie_2021,-120.49651103163187,40.07192259944717,Timber Litter,Tree
-567,6.279,27.676,30.843,122,7027,25,19,268,1790,0,Dixie_2021,-120.50556076458454,40.09781335012234,Grass-Shrub,Tree
-280,6.175,28.608,32.944,99,9213,0,8,275,1706,0,Dixie_2021,-120.51461703745831,40.1237037948168,Non-Burnable,Sparse
-330,7.545,28.521,32.423,122,7098,0,14,205,1773,0,Dixie_2021,-120.52367985718033,40.14959393856833,Grass-Shrub,Shrub
302,7.545,28.521,32.423,189,7031,35,9,230,1823,0,Dixie_2021,-120.53274923068727,40.175483786420195,Timber Litter,Tree
527,7.078,27.759,30.668,186,7028,35,5,172,1897,0,Dixie_2021,-120.54182516492544,40.20137334342108,Timber Litter,Tree
-44,7.078,27.759,30.668,183,9129,45,1,-1,1878,1,Dixie_2021,-120.55090766685062,40.22726261462517,Timber Litter,Tree
23,6.55,27.465,30.391,165,7031,45,10,208,2039,0,Dixie_2021,-120.55999674342824,40.253151605091965,Timber-Understory,Tree
78,6.051,28.922,33.755,186,7028,45,20,69,1895,1,Dixie_2021,-120.56909240163336,40.27904031988657,Timber Litter,Tree
55,6.051,28.922,33.755,102,7967,0,1,-1,1311,1,Dixie_2021,-120.57819464845059,40.30492876407979,Grass,Herb
48,5.49,31.579,40.873,122,7030,25,12,72,1530,0,Dixie_2021,-120.58730349087419,40.33081694274762,Grass-Shrub,Tree
-369,5.013,32.683,44.34,99,9006,0,10,257,1346,0,Dixie_2021,-120.59641893590818,40.35670486097191,Non-Burnable,Sparse
-379,4.962,32.448,43.372,102,7967,0,1,-1,1261,1,Dixie_2021,-120.6055409905661,40.38259252383992,Grass,Herb
403,4.367,32.425,43.353,102,7967,0,0,-1,1267,0,Dixie_2021,-120.61466966187133,40.408479936444614,Grass,Herb
-104,4.367,32.425,43.353,121,9328,0,3,190,1331,0,Dixie_2021,-120.62380495685677,40.43436710388452,Grass-Shrub,Shrub
-1,4.318,31.006,39.291,189,7031,35,5,65,1563,1,Dixie_2021,-120.63294688256525,40.460254031263794,Timber Litter,Tree
76,4.322,28.707,33.044,189,7031,35,5,145,1892,0,Dixie_2021,-120.6420954460492,40.48614072369225,Timber Litter,Tree
24,4.591,28.935,33.677,189,7031,35,13,288,1731,0,Dixie_2021,-120.65125065437081,40.51202718628545,Timber Litter,Tree
-431,4.381,30.379,37.479,122,7125,0,4,82,1521,0,Dixie_2021,-120.66041251460207,40.53791342416451,Grass-Shrub,Shrub
54,4.115,29.766,35.951,102,7967,0,2,-1,1498,0,Dixie_2021,-120.66958103382477,40.56379944245653,Grass,Herb
-23,4.115,29.766,35.951,122,7126,0,2,-1,1778,0,Dixie_2021,-120.67875621913046,40.58968524629416,Grass-Shrub,Shrub
-147,4.208,29.867,36.002,122,7017,25,6,292,1595,0,Dixie_2021,-120.68793807762056,40.61557084081572,Grass-Shrub,Tree
-236,4.208,29.867,36.002,122,7126,0,9,350,1604,0,Dixie_2021,-120.6971266164063,40.641456231165414,Grass-Shrub,Shrub
18,4.136,30.213,36.747,98,7292,0,0,-1,1558,0,Dixie_2021,-120.7063218426087,40.66734142249335,Non-Burnable,Water
-186,3.633,30.458,37.391,98,7292,0,0,-1,1558,0,Dixie_2021,-120.71552376335877,40.693226419955394,Non-Burnable,Water
-108,3.633,30.458,37.391,122,7923,0,3,112,1573,0,Dixie_2021,-120.72473238579732,40.719111228713224,Grass-Shrub,Shrub
-15,3.588,29.661,35.74,189,7031,35,6,180,1659,1,Dixie_2021,-120.7339477170751,40.74499585393432,Timber Litter,Tree
-254,3.138,29.118,34.565,122,7017,25,3,174,1757,1,Dixie_2021,-120.74316976435271,40.77088030079211,Grass-Shrub,Tree
26,3.138,29.118,34.565,122,7017,35,6,41,1843,0,Dixie_2021,-120.75239853480079,40.796764574465975,Grass-Shrub,Tree
63,3.363,29.917,36.425,122,7017,25,5,77,1714,0,Dixie_2021,-120.76163403559984,40.82264868014109,Grass-Shrub,Tree
-279,3.787,29.567,35.703,122,9011,0,0,-1,1629,0,Dixie_2021,-120.7708762739404,40.84853262300879,Grass-Shrub,Herb
-49,4.436,29.282,35.136,122,7126,0,9,90,1738,0,Dixie_2021,-120.78012525702295,40.87441640826618,Grass-Shrub,Shrub
-697,4.704,28.956,34.146,122,7157,0,0,-1,1718,0,Dixie_2021,-120.78938099205799,40.900300041116424,Grass-Shrub,Shrub
-32768,4.704,28.956,34.146,122,7098,35,10,100,1906,0,Dixie_2021,-120.79864348626602,40.926183526768675,Grass-Shrub,Shrub
66,4.951,29.217,34.983,122,7027,45,12,56,1973,0,Dixie_2021,-120.39910810246401,39.89748159943976,Grass-Shrub,Tree
193,4.951,29.217,34.983,147,7198,0,1,-1,1675,0,Dixie_2021,-120.408100762438,39.92337716388729,Shrub,Herb
142,5.916,29.543,35.604,122,9272,0,0,-1,1671,0,Dixie_2021,-120.4170999070561,39.949272390505726,Grass-Shrub,Herb
537,5.916,29.543,35.604,189,7027,35,9,77,1759,0,Dixie_2021,-120.4261055431735,39.97516728430067,Timber Litter,Tree
247,6.342,28.757,33.722,99,9213,0,9,254,1752,0,Dixie_2021,-120.4351176776547,40.00106185028287,Non-Burnable,Sparse
420,6.554,28.038,31.896,122,7031,0,4,331,1795,0,Dixie_2021,-120.44413631737372,40.026956093468556,Grass-Shrub,Tree
-182,6.554,28.038,31.896,122,7126,0,9,201,1888,0,Dixie_2021,-120.45316146921397,40.05285001887923,Grass-Shrub,Shrub
-93,6.125,27.479,30.435,99,9213,0,10,231,1869,0,Dixie_2021,-120.46219314006841,40.07874363154183,Non-Burnable,Sparse
-28,6.07,28.551,32.838,122,7079,0,9,224,1741,0,Dixie_2021,-120.47123133683941,40.104636936488525,Grass-Shrub,Shrub
-59,6.175,28.608,32.944,189,7031,35,6,45,1717,0,Dixie_2021,-120.48027606643892,40.130529938756986,Timber Litter,Tree
140,7.604,27.992,31.252,122,7031,15,7,243,1993,0,Dixie_2021,-120.48932733578836,40.156422643390336,Grass-Shrub,Tree
377,7.604,27.992,31.252,189,7031,0,7,245,1773,0,Dixie_2021,-120.49838515181872,40.182315055437044,Timber Litter,Tree
1199,7.795,28.189,31.984,186,7028,45,14,78,1862,0,Dixie_2021,-120.50744952147053,40.20820717995103,Timber Litter,Tree
1085,6.419,30.15,36.605,186,7028,45,11,94,1836,1,Dixie_2021,-120.51652045169392,40.23409902199174,Timber Litter,Tree
111,6.55,27.465,30.391,186,7027,45,11,354,1656,1,Dixie_2021,-120.5255979494485,40.25999058662416,Timber Litter,Tree
145,5.774,31.446,40.209,185,7921,35,7,51,1409,1,Dixie_2021,-120.53468202170365,40.28588187891865,Timber Litter,Tree
-40,5.774,31.446,40.209,122,7031,25,2,-1,1304,1,Dixie_2021,-120.5437726754382,40.311772903951294,Grass-Shrub,Tree
-143,5.462,32.07,42.105,102,9336,0,18,194,1373,0,Dixie_2021,-120.55286991764076,40.33766366680357,Grass,Shrub
251,5.11,32.865,44.806,93,7965,0,0,-1,1254,1,Dixie_2021,-120.56197375530947,40.36355417256256,Non-Burnable,Agriculture
-281,5.013,32.683,44.34,102,7965,0,0,-1,1253,1,Dixie_2021,-120.57108419545223,40.389444426320956,Grass,Agriculture
92,4.366,32.29,43.154,122,7080,0,11,279,1308,0,Dixie_2021,-120.58020124508656,40.415334433177094,Grass-Shrub,Shrub
-56,4.378,30.172,36.82,122,7017,0,4,300,1369,0,Dixie_2021,-120.58932491123971,40.441224198234956,Grass-Shrub,Tree
53,4.378,30.172,36.82,122,7017,25,26,280,1609,0,Dixie_2021,-120.59845520094865,40.46711372660411,Grass-Shrub,Tree
167,4.322,28.707,33.044,122,7032,35,17,318,1769,0,Dixie_2021,-120.60759212126003,40.49300302339976,Grass-Shrub,Tree
42,4.322,28.707,33.044,122,7031,25,3,17,1558,0,Dixie_2021,-120.61673567923035,40.518892093743,Grass-Shrub,Tree
-73,4.268,30.958,38.983,182,7900,35,1,-1,1493,0,Dixie_2021,-120.62588588192574,40.54478094276043,Timber Litter,Tree
73,4.035,30.715,38.4,122,9011,0,1,-1,1485,1,Dixie_2021,-120.63504273642224,40.570669575584425,Grass-Shrub,Herb
-890,4.035,30.715,38.4,122,7126,0,11,120,1660,0,Dixie_2021,-120.64420624980562,40.59655799735324,Grass-Shrub,Shrub
108,4.015,29.475,35.188,122,7017,25,10,37,1694,0,Dixie_2021,-120.65337642917147,40.6224462132108,Grass-Shrub,Tree
442,3.785,30.233,37.016,122,7125,0,3,289,1562,0,Dixie_2021,-120.66255328162521,40.6483342283067,Grass-Shrub,Shrub
277,3.785,30.233,37.016,98,7292,0,0,-1,1558,0,Dixie_2021,-120.67173681428214,40.674222047796746,Non-Burnable,Water
-128,3.415,29.496,35.326,98,7292,0,0,-1,1558,0,Dixie_2021,-120.68092703426737,40.700109676842104,Non-Burnable,Water
38,3.633,30.458,37.391,122,7017,25,11,240,1598,0,Dixie_2021,-120.69012394871592,40.72599712061014,Grass-Shrub,Tree
59,3.565,29.816,36.111,122,7017,15,8,155,1686,0,Dixie_2021,-120.6993275647727,40.75188438427392,Grass-Shrub,Tree
-43,3.242,30.026,36.742,122,7126,0,4,294,1668,0,Dixie_2021,-120.70853788959256,40.77777147301251,Grass-Shrub,Shrub
45,3.242,30.026,36.742,122,7126,0,3,125,1652,0,Dixie_2021,-120.71775493034023,40.80365839201075,Grass-Shrub,Shrub
-83,3.012,30.079,36.641,122,7124,0,2,-1,1622,0,Dixie_2021,-120.72697869419046,40.829545146459594,Grass-Shrub,Shrub
-153,3.581,29.893,36.211,102,7123,0,0,-1,1616,0,Dixie_2021,-120.73620918832786,40.85543174155591,Grass,Herb
-417,3.581,29.893,36.211,122,9030,0,0,-1,1619,0,Dixie_2021,-120.74544641994716,40.88131818250246,Grass-Shrub,Shrub
34,3.928,29.421,35.122,122,7017,35,10,257,1709,0,Dixie_2021,-120.75469039625291,40.9072044745081,Grass-Shrub,Tree
-32768,3.928,29.421,35.122,122,7123,0,2,-1,1646,0,Dixie_2021,-120.76394112445985,40.93309062278768,Grass-Shrub,Herb
69,6.467,28.293,32.572,141,7031,0,6,282,1721,0,Dixie_2021,-120.36486428826144,39.904275534095966,Shrub,Tree
30,6.467,28.293,32.572,186,7028,45,18,345,1915,0,Dixie_2021,-120.37384545469666,39.930173627244876,Timber Litter,Tree
527,6.84,27.935,31.689,186,7028,45,12,48,1916,0,Dixie_2021,-120.3828330987139,39.95607138582816,Timber Litter,Tree
1208,6.754,27.648,30.897,122,9629,0,1,-1,1696,0,Dixie_2021,-120.39182722716257,39.981968814856494,Grass-Shrub,Shrub
-497,6.342,28.757,33.722,102,9301,0,1,-1,1726,0,Dixie_2021,-120.40082784690146,40.007865919345974,Grass,Herb
847,6.391,27.382,30.201,189,7031,35,7,322,1844,0,Dixie_2021,-120.40983496479892,40.03376270431795,Timber Litter,Tree
-5,6.391,27.382,30.201,122,7031,25,4,285,1940,0,Dixie_2021,-120.41884858773271,40.05965917479907,Grass-Shrub,Tree
39,5.98,27.609,30.635,189,7031,35,10,46,1892,0,Dixie_2021,-120.42786872258995,40.08555533582155,Timber Litter,Tree
-54,6.104,28.029,31.439,122,9629,0,1,-1,1696,0,Dixie_2021,-120.43689537626736,40.1114511924228,Grass-Shrub,Shrub
-128,6.07,28.551,32.838,122,7079,0,9,217,1850,0,Dixie_2021,-120.44592855567119,40.1373467496457,Grass-Shrub,Shrub
120,7.149,28.305,32.211,122,7079,0,10,197,1896,0,Dixie_2021,-120.45496826771709,40.16324201253859,Grass-Shrub,Shrub
956,7.327,29.354,34.971,165,7031,45,6,109,1891,0,Dixie_2021,-120.46401451933032,40.189136986155326,Timber-Understory,Tree
931,7.327,29.354,34.971,122,7027,35,31,75,1631,0,Dixie_2021,-120.47306731744567,40.215031675555046,Grass-Shrub,Tree
676,6.419,30.15,36.605,122,7030,25,20,123,1571,1,Dixie_2021,-120.48212666900754,40.24092608580253,Grass-Shrub,Tree
340,6.419,30.15,36.605,165,7030,35,4,33,1357,1,Dixie_2021,-120.49119258096985,40.26682022196804,Timber-Understory,Tree
153,5.578,32.246,41.808,122,9336,0,0,-1,1262,1,Dixie_2021,-120.50026506029609,40.292714089127244,Grass-Shrub,Shrub
-59,5.224,31.916,41.437,122,7923,0,1,-1,1268,1,Dixie_2021,-120.50934411395946,40.3186076923616,Grass-Shrub,Shrub
-728,5.224,31.916,41.437,122,7080,0,6,33,1298,0,Dixie_2021,-120.51842974894275,40.34450103675797,Grass-Shrub,Shrub
141,5.11,32.865,44.806,102,7296,0,0,-1,1249,0,Dixie_2021,-120.52752197223838,40.37039412740867,Grass,Developed
-1286,4.497,32.16,42.826,91,7299,0,0,-1,1253,0,Dixie_2021,-120.53662079084836,40.396286969411975,Non-Burnable,Developed
-164,4.497,32.16,42.826,122,7080,0,11,278,1430,0,Dixie_2021,-120.5457262117846,40.42217956787145,Grass-Shrub,Shrub
-1518,4.319,30.33,37.325,122,7080,0,11,258,1677,0,Dixie_2021,-120.55483824206846,40.44807192789648,Grass-Shrub,Shrub
-111,4.378,30.172,36.82,122,7080,0,3,91,1654,0,Dixie_2021,-120.56395688873117,40.47396405460207,Grass-Shrub,Shrub
74,4.342,30.259,37.367,122,7031,25,2,-1,1552,0,Dixie_2021,-120.5730821588136,40.49985595310906,Grass-Shrub,Tree
-269,4.249,31.103,39.573,122,7157,0,0,-1,1489,0,Dixie_2021,-120.58221405936638,40.52574762854376,Grass-Shrub,Shrub
-610,4.249,31.103,39.573,122,9011,0,0,-1,1492,1,Dixie_2021,-120.59135259744998,40.551639086038236,Grass-Shrub,Herb
